"(0, 1)",4.989612
"(0, 2)",0.009357965
"(1, 2)",4.9802656
"(0, 3)",3.170424
"(1, 3)",4.991692
"(0, 4)",0.007790557
"(1, 4)",4.9869103
"(0, 5)",0.009656818
"(1, 5)",4.996794
"(0, 6)",3.1707084
"(1, 6)",4.9960217
"(0, 7)",4.98528
"(1, 7)",0.011600148
"(0, 8)",0.007938275
"(1, 8)",4.987196
"(0, 9)",0.013315856
"(1, 9)",4.993458
"(0, 10)",3.1898465
"(1, 10)",5.018291
"(0, 11)",0.005293796
"(1, 11)",4.9891086
"(0, 12)",4.9884887
"(1, 12)",0.0070108455
"(0, 13)",3.1656978
"(1, 13)",4.997111
"(0, 14)",0.021147879
"(1, 14)",4.977592
"(0, 15)",4.9883537
"(1, 15)",0.0038150146
"(0, 16)",4.9786696
"(1, 16)",0.013218621
"(0, 17)",3.1847725
"(1, 17)",4.9867373
"(0, 18)",4.9861565
"(1, 18)",0.0193533
"(0, 19)",3.1448786
"(1, 19)",4.978525
"(0, 20)",4.9844723
"(1, 20)",0.011803787
"(0, 21)",3.1785812
"(1, 21)",5.004217
"(0, 22)",0.009107357
"(1, 22)",4.9877415
"(0, 23)",5.0116744
"(1, 23)",0.030138833
"(0, 24)",4.9935217
"(1, 24)",0.005524637
"(0, 25)",4.9738836
"(1, 25)",0.019808015
"(0, 26)",0.016140413
"(1, 26)",4.983281
"(0, 27)",4.997807
"(1, 27)",0.011949499
"(0, 28)",3.1597981
"(1, 28)",5.010902
"(0, 29)",0.0086827325
"(1, 29)",4.996793
"(0, 30)",3.1613455
"(1, 30)",5.0078716
"(0, 31)",3.1661994
"(1, 31)",4.9920826
"(0, 32)",3.1789436
"(1, 32)",4.9851065
"(2, 3)",3.1670265
"(2, 4)",0.00952816
"(2, 5)",0.017576229
"(2, 6)",3.167323
"(2, 7)",4.975935
"(2, 8)",0.009909939
"(2, 9)",0.018012712
"(2, 10)",3.186508
"(2, 11)",0.01054017
"(2, 12)",4.979142
"(2, 13)",3.1623204
"(2, 14)",0.017123124
"(2, 15)",4.9790072
"(2, 16)",4.9693227
"(2, 17)",3.1813474
"(2, 18)",4.976809
"(2, 19)",3.1414664
"(2, 20)",4.9751253
"(2, 21)",3.1752124
"(2, 22)",0.011270022
"(2, 23)",5.0023303
"(2, 24)",4.984176
"(2, 25)",4.9645386
"(2, 26)",0.014675246
"(2, 27)",4.9884605
"(2, 28)",3.1564665
"(2, 29)",0.017103998
"(2, 30)",3.1580033
"(2, 31)",3.162807
"(2, 32)",3.175519
"(3, 4)",3.1626375
"(3, 5)",3.166586
"(3, 6)",0.0044812416
"(3, 7)",4.994717
"(3, 8)",3.1624863
"(3, 9)",3.159552
"(3, 10)",0.02896089
"(3, 11)",3.175262
"(3, 12)",4.986626
"(3, 13)",0.008701117
"(3, 14)",3.1501267
"(3, 15)",4.988518
"(3, 16)",4.9784913
"(3, 17)",0.017515138
"(3, 18)",4.9774556
"(3, 19)",0.026107417
"(3, 20)",4.981186
"(3, 21)",0.013267967
"(3, 22)",3.161377
"(3, 23)",5.0216656
"(3, 24)",4.997164
"(3, 25)",4.9864044
"(3, 26)",3.1543381
"(3, 27)",4.992999
"(3, 28)",0.026125833
"(3, 29)",3.1680784
"(3, 30)",0.022092434
"(3, 31)",0.004603422
"(3, 32)",0.012986559
"(4, 5)",0.009921518
"(4, 6)",3.1629221
"(4, 7)",4.9825945
"(4, 8)",0.00038271365
"(4, 9)",0.00850935
"(4, 10)",3.182062
"(4, 11)",0.012765801
"(4, 12)",4.985777
"(4, 13)",3.157912
"(4, 14)",0.013739512
"(4, 15)",4.9856467
"(4, 16)",4.975957
"(4, 17)",3.1769853
"(4, 18)",4.983427
"(4, 19)",3.1370919
"(4, 20)",4.9817553
"(4, 21)",3.1707957
"(4, 22)",0.0018075425
"(4, 23)",5.0090027
"(4, 24)",4.990826
"(4, 25)",4.9711995
"(4, 26)",0.008368412
"(4, 27)",4.995093
"(4, 28)",3.1520138
"(4, 29)",0.010177707
"(4, 30)",3.1535606
"(4, 31)",3.1584132
"(4, 32)",3.1711564
"(5, 6)",3.1668577
"(5, 7)",4.9924765
"(5, 8)",0.009662733
"(5, 9)",0.0071293255
"(5, 10)",3.1859486
"(5, 11)",0.014022226
"(5, 12)",4.995662
"(5, 13)",3.1618395
"(5, 14)",0.02211256
"(5, 15)",4.9955316
"(5, 16)",4.9858427
"(5, 17)",3.1809626
"(5, 18)",4.9933147
"(5, 19)",3.1410558
"(5, 20)",4.991641
"(5, 21)",3.174714
"(5, 22)",0.009382856
"(5, 23)",5.018883
"(5, 24)",5.0007095
"(5, 25)",4.981082
"(5, 26)",0.015915083
"(5, 27)",5.0049787
"(5, 28)",3.1558933
"(5, 29)",0.0015750783
"(5, 30)",3.1574512
"(5, 31)",3.1623564
"(5, 32)",3.175133
