"(3.0, 30.0)",0.011261536
"(27.0, 30.0)",5.009172
"(3.0, 27.0)",4.992996
"(13.0, 23.0)",5.02708
"(13.0, 19.0)",0.012056068
"(19.0, 23.0)",5.0084677
"(15.0, 29.0)",3.9921074
"(7.0, 15.0)",0.004480698
"(7.0, 29.0)",3.9982777
"(0.0, 19.0)",2.266117
"(2.0, 19.0)",2.3146198
"(0.0, 2.0)",0.004648537
"(6.0, 28.0)",0.01129754
"(24.0, 28.0)",5.0163603
"(6.0, 24.0)",5.0014896
"(12.0, 16.0)",0.0058729886
"(12.0, 28.0)",5.0058274
"(16.0, 28.0)",4.997688
"(7.0, 26.0)",3.9934518
"(6.0, 7.0)",4.9990172
"(6.0, 26.0)",2.332595
"(7.0, 8.0)",3.9922166
"(7.0, 27.0)",0.001201779
"(8.0, 27.0)",3.990526
"(7.0, 21.0)",5.0072036
"(15.0, 21.0)",5.0010343
"(13.0, 28.0)",0.009030929
"(25.0, 28.0)",5.005541
"(13.0, 25.0)",4.9917617
"(11.0, 25.0)",3.9776847
"(19.0, 25.0)",4.9731493
"(11.0, 19.0)",2.3006663
"(5.0, 11.0)",0.0064012473
"(2.0, 5.0)",0.0077323504
"(2.0, 11.0)",0.0046871104
"(6.0, 19.0)",0.013694861
"(6.0, 27.0)",4.997326
"(19.0, 27.0)",4.979806
"(12.0, 19.0)",4.973436
"(0.0, 12.0)",3.9815445
"(15.0, 23.0)",0.02329576
"(5.0, 15.0)",3.9930544
"(5.0, 23.0)",4.0261946
"(6.0, 10.0)",0.012839409
"(6.0, 12.0)",4.990957
"(10.0, 12.0)",5.013196
"(3.0, 31.0)",0.0017620351
"(29.0, 31.0)",2.2862935
"(3.0, 29.0)",2.2738805
"(12.0, 21.0)",4.999144
"(10.0, 21.0)",0.007462544
"(3.0, 19.0)",0.012909783
"(3.0, 11.0)",2.2914379
"(17.0, 27.0)",4.9879913
"(1.0, 27.0)",0.00093271374
"(1.0, 17.0)",4.986684
"(3.0, 23.0)",5.021657
"(14.0, 18.0)",3.9731934
"(8.0, 14.0)",0.0055127135
"(8.0, 18.0)",3.9749815
"(23.0, 25.0)",0.02478092
"(20.0, 23.0)",0.028397342
"(20.0, 25.0)",0.0037056003
"(24.0, 31.0)",4.9975524
"(15.0, 24.0)",0.0061347797
"(15.0, 31.0)",4.988911
"(24.0, 29.0)",4.0007515
"(6.0, 29.0)",2.3175213
"(3.0, 7.0)",4.994686
"(7.0, 22.0)",3.9934633
"(3.0, 22.0)",2.313115
"(22.0, 23.0)",4.020433
"(16.0, 22.0)",3.977263
"(16.0, 23.0)",0.031089595
"(9.0, 20.0)",3.9868333
"(9.0, 16.0)",3.984134
"(16.0, 20.0)",0.0019304181
"(12.0, 29.0)",3.9902124
"(19.0, 29.0)",2.2536478
"(15.0, 30.0)",5.0046926
"(15.0, 26.0)",3.9872787
"(26.0, 30.0)",2.2963347
"(15.0, 20.0)",0.0052198395
"(8.0, 20.0)",3.9787154
"(8.0, 15.0)",3.9860463
"(20.0, 28.0)",5.000388
"(8.0, 28.0)",2.2939315
"(9.0, 28.0)",2.255074
"(11.0, 28.0)",2.3300843
"(11.0, 27.0)",3.9843411
"(27.0, 28.0)",5.012197
"(16.0, 32.0)",4.9718738
"(15.0, 32.0)",4.9819036
"(15.0, 16.0)",0.0072045596
"(21.0, 29.0)",2.3480408
"(8.0, 21.0)",2.2685106
"(8.0, 29.0)",0.0050043254
"(18.0, 27.0)",0.011153213
"(7.0, 18.0)",0.012103145
"(25.0, 32.0)",4.9797277
"(20.0, 32.0)",4.974574
"(28.0, 32.0)",0.019263485
"(15.0, 28.0)",5.0077176
"(3.0, 16.0)",4.978485
"(1.0, 16.0)",0.009799402
"(1.0, 3.0)",4.9916883
"(4.0, 11.0)",0.006182105
"(4.0, 23.0)",4.018806
"(11.0, 23.0)",4.0130014
"(22.0, 26.0)",0.0025960736
"(23.0, 26.0)",4.020422
"(18.0, 26.0)",3.9762163
"(10.0, 26.0)",2.284558
"(10.0, 18.0)",5.004022
"(14.0, 20.0)",3.9769282
"(14.0, 17.0)",2.3223915
"(17.0, 20.0)",4.9761815
"(6.0, 32.0)",0.008359817
"(2.0, 6.0)",2.3197758
"(2.0, 32.0)",2.2824385
"(0.0, 23.0)",4.0165753
"(0.0, 13.0)",2.306326
"(10.0, 25.0)",5.01291
"(6.0, 25.0)",4.9906697
"(18.0, 30.0)",4.9936275
"(14.0, 30.0)",2.2892542
"(12.0, 13.0)",4.9920487
"(20.0, 22.0)",3.979962
"(22.0, 24.0)",3.9959357
"(20.0, 24.0)",0.0116925435
"(0.0, 7.0)",3.989605
"(0.0, 21.0)",2.3152466
"(0.0, 10.0)",2.3236341
"(10.0, 19.0)",0.026340611
"(3.0, 20.0)",4.9811864
"(3.0, 24.0)",4.997158
"(5.0, 26.0)",0.007323594
"(5.0, 22.0)",0.004575496
"(8.0, 26.0)",0.003255836
"(5.0, 8.0)",0.004911556
"(6.0, 8.0)",2.277174
"(14.0, 24.0)",3.9929004
"(1.0, 14.0)",3.9874275
"(1.0, 24.0)",0.0038135287
"(6.0, 16.0)",4.9828176
"(16.0, 27.0)",0.010351027
"(5.0, 24.0)",4.0016975
"(5.0, 7.0)",3.9992254
"(7.0, 24.0)",0.0017989421
"(13.0, 29.0)",2.3021398
"(7.0, 13.0)",5.00011
"(6.0, 14.0)",2.2857447
"(12.0, 14.0)",3.982368
"(1.0, 23.0)",0.02150429
"(0.0, 11.0)",0.0025821659
"(0.0, 15.0)",3.983435
"(11.0, 15.0)",3.9798617
"(0.0, 28.0)",2.3187752
"(2.0, 28.0)",2.2921658
"(14.0, 23.0)",4.0173984
"(8.0, 23.0)",4.019181
"(9.0, 13.0)",2.3319616
"(9.0, 12.0)",3.9922702
"(5.0, 29.0)",0.0007734753
"(0.0, 5.0)",0.0038562377
"(17.0, 30.0)",0.018350106
"(9.0, 17.0)",2.2767065
"(9.0, 30.0)",2.2915015
"(15.0, 27.0)",0.0030884002
"(27.0, 29.0)",3.996587
"(21.0, 26.0)",2.2877836
"(15.0, 18.0)",0.007800565
"(16.0, 18.0)",0.0007230271
"(22.0, 30.0)",2.2789223
"(13.0, 22.0)",2.2836404
"(13.0, 30.0)",0.0067153284
"(11.0, 20.0)",3.9725308
"(7.0, 20.0)",0.009652167
"(14.0, 31.0)",2.3184946
"(8.0, 31.0)",2.2883332
"(21.0, 23.0)",5.034175
"(20.0, 21.0)",4.9937034
"(3.0, 25.0)",4.9863396
"(25.0, 27.0)",0.0046177837
"(8.0, 19.0)",2.269597
"(15.0, 19.0)",4.9753275
"(16.0, 17.0)",4.973481
"(17.0, 31.0)",0.009801616
"(16.0, 31.0)",4.978881
"(6.0, 13.0)",0.002372764
"(13.0, 14.0)",2.28604
"(17.0, 18.0)",4.9724464
"(23.0, 32.0)",5.0150447
"(22.0, 32.0)",2.3303823
"(3.0, 6.0)",0.0019657663
"(3.0, 10.0)",0.013855831
"(24.0, 25.0)",0.0075911256
"(21.0, 24.0)",5.0096765
"(21.0, 25.0)",4.998857
"(17.0, 23.0)",5.0166516
"(2.0, 24.0)",3.9848933
"(2.0, 7.0)",3.9824207
"(10.0, 32.0)",0.012079917
"(3.0, 26.0)",2.2929406
"(3.0, 8.0)",2.3095138
"(20.0, 31.0)",4.9815793
"(10.0, 31.0)",0.015129895
"(10.0, 20.0)",5.007756
"(4.0, 29.0)",0.00498407
"(0.0, 4.0)",0.003428522
"(0.0, 29.0)",0.003369089
"(7.0, 11.0)",3.986029
"(18.0, 21.0)",4.9899683
"(4.0, 18.0)",3.9745972
"(4.0, 21.0)",2.3131852
"(10.0, 28.0)",0.0125019895
"(6.0, 22.0)",2.2937226
"(11.0, 32.0)",2.300546
"(11.0, 22.0)",0.007090805
"(0.0, 25.0)",3.9812584
"(0.0, 17.0)",2.3009384
"(17.0, 25.0)",4.9813347
"(9.0, 21.0)",2.2709239
"(9.0, 29.0)",0.0036996128
"(1.0, 31.0)",4.992082
"(18.0, 31.0)",4.9778447
"(1.0, 18.0)",0.010205189
"(1.0, 12.0)",0.0035379312
"(11.0, 12.0)",3.9779685
"(1.0, 11.0)",3.983031
"(8.0, 9.0)",0.0028763588
"(5.0, 9.0)",0.002907936
"(18.0, 23.0)",0.031647466
"(6.0, 11.0)",2.2931647
"(11.0, 14.0)",0.010858506
"(28.0, 29.0)",2.3067358
"(2.0, 25.0)",3.9740736
"(3.0, 12.0)",4.986626
"(3.0, 28.0)",0.013430783
"(19.0, 32.0)",0.014225173
"(8.0, 32.0)",2.2757688
"(18.0, 29.0)",3.9810426
"(18.0, 25.0)",0.0063611064
"(25.0, 29.0)",3.9899306
"(4.0, 31.0)",2.2995238
"(8.0, 12.0)",3.9841561
"(0.0, 8.0)",0.0037128974
"(24.0, 32.0)",4.9905467
"(7.0, 32.0)",4.9880743
"(12.0, 25.0)",0.0002057907
